Customer Name,Sub-Category,Profit
Cyma Kinney,Storage,20.163
Cyma Kinney,Storage,6.9664
Cyma Kinney,Art,39.41
Cyma Kinney,Storage,9.8901
Guy Armstrong,Furnishings,6.1704
Bruce Degenhardt,Labels,24.84
Bruce Degenhardt,Furnishings,11.1564
David Smith,Bookcases,34.494
David Smith,Storage,3.2392
Bill Stewart,Storage,9.7176
Arthur Prichep,Art,33.4584
Arthur Prichep,Art,5.6994
Arthur Prichep,Art,12.298
Jill Fjeld,Copiers,751.9624
Jill Fjeld,Envelopes,5.4341
Corey-Lock,Binders,2.1492
Corey-Lock,Machines,41.88
Ellis Ballard,Paper,6.129
Dennis Bolton,Chairs,62.7822
Ken Black,Paper,206.8893
Ken Black,Supplies,1.932
Adrian Hane,Paper,114.9385
Adrian Hane,Paper,97.88
Gary Hansen,Paper,5.7624
Gary Hansen,Storage,39.948
Kean Thornton,Fasteners,1.3536
Katharine Harms,Storage,3.9592
Stewart Visinsky,Art,14.2272
Stewart Visinsky,Appliances,6.5164
Stewart Visinsky,Paper,2.8884
Stewart Visinsky,Appliances,2.0475
Patrick O'Brill,Labels,1.05
Amy Cox,Labels,5.796
Ken Black,Furnishings,34.3656
Ken Black,Accessories,13.2962
Ken Lonsdale,Appliances,72.358
Ken Lonsdale,Phones,165.3496
Ken Lonsdale,Phones,33.3172
Ken Lonsdale,Furnishings,30.0234
Alejandro Grove,Furnishings,1.5008
Jason Fortune-,Binders,11.1672
Jason Fortune-,Storage,3.2392
Jason Fortune-,Accessories,6.624
Jason Fortune-,Storage,5.7672
Jason Fortune-,Binders,20.1656
Richard Eichhorn,Fasteners,13.3245
Mike Vittorini,Phones,86.3928
Hunter Lopez,Phones,123.4548
Carol Triggs,Furnishings,10.3936
Carol Triggs,Accessories,21.5928
Carol Triggs,Paper,77.672
Carol Triggs,Paper,2.64
John Lee,Binders,14.4648
John Lee,Chairs,48.4704
John Lee,Chairs,38.4372
John Lee,Chairs,136.665
John Lee,Furnishings,14.8491
Julie Kriz,Art,0.5904
Julie Kriz,Paper,2.14
Arthur Gainer,Supplies,18.8993
Arthur Gainer,Labels,6.8714
Arthur Gainer,Furnishings,17.324
William Brown,Binders,302.373
William Brown,Storage,39.213
William Brown,Art,3.0368
William Brown,Accessories,22.4316
Ed Jacobs,Paper,12.7008
Adrian Barton,Phones,38.7792
Larry Tron,Phones,20.1584
Eric Murdock,Art,2.2194
Denny Joy,Paper,21.7728
Deanra Eno,Storage,9.4717
Deanra Eno,Paper,27.882
Christine Kargatis,Art,2.9562
Jeremy Farry,Labels,7.2177
Laurel Beltran,Appliances,50.3658
Mike Pelletier,Storage,55.896
Lena Hernandez,Binders,46.179
Susan Vittorini,Accessories,3.3099
Richard Bierner,Paper,99.9408
Richard Bierner,Paper,4.5402
Richard Bierner,Accessories,20.7675
Richard Bierner,Furnishings,9.5616
Dorris liebe,Chairs,146.388
Penelope Sewall,Binders,3.8822
Penelope Sewall,Binders,13.428
Penelope Sewall,Accessories,14.9556
Guy Thornton,Labels,28.0876
Christine Sundaresam,Labels,4.5816
Christine Sundaresam,Art,2.3025
Christine Sundaresam,Supplies,8.0997
Julia Dunbar,Fasteners,2.528
Julia Dunbar,Storage,57.5016
Julia Dunbar,Binders,62.7004
Julia Dunbar,Binders,9.1581
Theresa Swint,Supplies,7.605
Theresa Swint,Furnishings,11.9952
Benjamin Venier,Paper,16.032
Dionis Lloyd,Machines,62.82
Joni Blumstein,Accessories,6.4308
Shahid Collister,Paper,40.3536
Speros Goranitis,Phones,219.5088
Speros Goranitis,Binders,18.336
Speros Goranitis,Binders,2.8478
Bryan Mills,Labels,1.9926
Bryan Mills,Supplies,1.0284
Nick Radford,Envelopes,85.9818
Patrick Gardner,Art,9.9936
Deborah Brumfield,Art,7.5371
Noel Staavos,Accessories,29.799
Noel Staavos,Phones,22.4925
Cari Schnelling,Paper,9.1872
Chuck Clark,Binders,4.1832
Chuck Clark,Supplies,1.872
Amy Cox,Phones,83.5128
Christopher Martinez,Labels,4.176
Christopher Martinez,Phones,16.6788
Eileen Kiefer,Art,6.0736
Cyma Kinney,Labels,4.0749
Cyma Kinney,Supplies,6.6846
Pete Kriz,Appliances,33.3102
Michelle Huthwaite,Chairs,10.647
Steven Cartwright,Supplies,3.5623
Giulietta Baptist,Paper,137.151
Irene Maddox,Art,1.148
Irene Maddox,Art,0.4752
Irene Maddox,Furnishings,15.0696
Irene Maddox,Furnishings,10.984
Irene Maddox,Paper,28.7064
Irene Maddox,Paper,9.6936
Michelle Moray,Paper,11.232
Monica Federle,Furnishings,18.1146
Clytie Kelty,Binders,2.7072
Michael Kennedy,Paper,10.8864
Michael Kennedy,Furnishings,8.3028
Michael Kennedy,Phones,4.36
Michael Kennedy,Art,0.4172
Mark Hamilton,Furnishings,19.3392
Nathan Gelder,Paper,18.2112
Nathan Gelder,Paper,19.26
Nathan Gelder,Storage,10.089
Phillip Breyer,Envelopes,21.1977
Richard Eichhorn,Paper,91.9508
Richard Eichhorn,Phones,71.97
Eugene Barchas,Copiers,179.9964
Eugene Barchas,Furnishings,9.7152
Trudy Brown,Paper,8.073
Maureen Gnade,Paper,6.1641
Maureen Gnade,Appliances,5.6316
Maureen Gnade,Appliances,8.1552
Liz Willingham,Binders,5.0764
Peter Fuller,Accessories,47.994
Chloris Kastensmidt,Furnishings,15.5904
Jim Epp,Binders,4.9056
Jack O'Briant,Storage,19.4656
Jack O'Briant,Art,1.6356
Thomas Thornton,Binders,4.4772
Maribeth Schnelling,Appliances,68.8464
Maribeth Schnelling,Storage,9.8901
Maribeth Schnelling,Storage,5.8708
Maribeth Schnelling,Binders,5.8233
Mike Pelletier,Binders,13.473
Mike Pelletier,Paper,27.882
Mike Pelletier,Binders,7.2268
Fred Harton,Paper,10.0572
Sample Company A,Furnishings,11.5836
Cindy Chapman,Fasteners,0.2992
Mary Zewe,Binders,2.245
Melanie Seite,Binders,3.6792
Grace Kelly,Phones,19.797
Grace Kelly,Art,17.908
Grace Kelly,Art,0.8162
Marc Crier,Art,2.646
Marc Crier,Chairs,121.99
Marc Crier,Art,91.152
Marc Crier,Storage,19.4352
Logan Haushalter,Furnishings,4.5144
Logan Haushalter,Storage,0.6258
Logan Haushalter,Furnishings,4.4352
Philip Brown,Binders,24.5028
Philip Brown,Furnishings,38.024
Philip Brown,Furnishings,92.97
Saphhira Shifley,Art,1.0192
Grace Kelly,Binders,843.1706
Gary Mitchum,Phones,265.4232
Sally Hughsby,Binders,7.3834
Sally Hughsby,Binders,16.8237
Steven Cartwright,Phones,67.1916
Ted Trevino,Chairs,150.294
Ted Trevino,Binders,190.0206
Ted Trevino,Storage,10.3473
Ted Trevino,Labels,4.2336
Shaun Chance,Paper,83.2097
Ken Lonsdale,Fasteners,0.6156
Katherine Nockton,Accessories,29.95
Sara Luxemburg,Storage,4.6176
Sara Luxemburg,Art,0.4644
Thomas Boland,Envelopes,2.6068
Thomas Boland,Chairs,292.776
Thomas Boland,Accessories,517.4793
Thomas Boland,Storage,16.7776
Alan Hwang,Binders,64.2
Alan Hwang,Art,0.8736
Steve Chapman,Paper,52.532
Randy Ferguson,Chairs,52.9743
Randy Ferguson,Accessories,6.102
Randy Ferguson,Storage,56.301
Randy Ferguson,Storage,315.825
Edward Hooks,Art,2.5578
Edward Hooks,Paper,18.2112
Edward Hooks,Art,1.176
Edward Hooks,Storage,2.2728
Edward Hooks,Paper,22.992
Edward Hooks,Envelopes,30.3604
Edward Hooks,Storage,55.896
Anna Chung,Paper,2.8884
Christine Abelman,Storage,125.1432
Christine Abelman,Supplies,3.6348
Shahid Hopkins,Binders,9.072
Shahid Hopkins,Labels,42.1314
Jim Epp,Binders,11.0016
Jim Epp,Storage,16.194
Brosina Hoffman,Envelopes,6.6468
Brosina Hoffman,Paper,12.7008
Brosina Hoffman,Phones,6.999
Max Engle,Art,10.4284
Max Engle,Binders,5.4201
Maria Bertelson,Art,5.8751
Brendan Murry,Bookcases,38.2668
Brendan Murry,Phones,67.2742
Mick Hernandez,Paper,46.1184
Mick Hernandez,Fasteners,1.1946
Mick Hernandez,Paper,301.968
Mick Hernandez,Phones,23.5248
Alex Russell,Art,3.72
Alan Dominguez,Paper,9.3312
Alan Dominguez,Chairs,251.202
Katherine Ducich,Art,16.17
Katherine Ducich,Paper,7.0218
Filia McAdams,Art,6.93
Zuschuss Carroll,Envelopes,4.2309
Zuschuss Carroll,Fasteners,0.846
Karen Seio,Phones,1.6776
Dennis Pardue,Binders,15.5204
Brian Dahlen,Storage,238.653
Brian Dahlen,Bookcases,3.9294
Brian Dahlen,Art,6.567
Ivan Liston,Chairs,266.4522
Ivan Liston,Bookcases,82.3368
Ivan Liston,Art,1.7608
Liz Preis,Storage,18.767
Joseph Holt,Paper,46.1184
Joseph Holt,Binders,3.942
Joseph Holt,Fasteners,1.7876
Joy Daniels,Labels,13.7428
Bill Donatelli,Binders,41.1208
Bill Donatelli,Furnishings,6.0288
Denise Leinenbach,Art,5.2164
Nathan Cano,Paper,6.2208
Alan Schoenberger,Appliances,20.844
Michael Stewart,Phones,2.577
Thomas Seio,Art,4.6956
Thomas Seio,Paper,36.4044
Thomas Seio,Furnishings,14.212
Joe Kamberova,Fasteners,6.1308
Tracy Collins,Phones,6.1192
Tracy Collins,Appliances,18.3168
Aaron Bergman,Chairs,5.4801
Aaron Bergman,Art,4.6644
Aaron Bergman,Storage,4.8588
Craig Yedwab,Phones,58.38
Brad Eason,Phones,3.8655
Brad Eason,Paper,4.116
Brad Eason,Accessories,83.9916
Brad Eason,Chairs,15.5372
Kelly Lampkin,Paper,12.6392
Kelly Lampkin,Furnishings,5.7798
Kelly Lampkin,Paper,31.0688
Penelope Sewall,Paper,6.321
Justin Ritter,Accessories,152.388
Alan Hwang,Binders,7.209
Alan Hwang,Binders,2.3408
Alan Hwang,Phones,224.4426
Rob Williams,Supplies,1.5426
Adam Hart,Labels,2.4012
Irene Maddox,Storage,22.9068
Cyma Kinney,Fasteners,1.1765
Allen Goldenen,Labels,7.056
Craig Leslie,Paper,5.4432
Craig Leslie,Chairs,149.148
Arthur Wiediger,Binders,2.1684
Arthur Wiediger,Phones,77.5584
Robert Barroso,Envelopes,18.8784
Robert Barroso,Labels,5.9904
Robert Barroso,Furnishings,3.556
Sam Zeldin,Binders,18.8732
Karen Seio,Appliances,3.6588
Sample Company A,Phones,8.2194
Sample Company A,Paper,27.783
Adam Bellavance,Accessories,28.7964
Eugene Hildebrand,Supplies,20.155
Eugene Hildebrand,Paper,91.968
Cindy Chapman,Paper,5.0688
Tamara Manning,Accessories,16.2486
Steve Chapman,Storage,207.147
Dean percer,Machines,1114.512
Dean percer,Storage,3.0498
Sean Wendt,Storage,25.011
Thea Hendricks,Furnishings,9.6712
Shahid Shariari,Furnishings,3.2352
Shahid Shariari,Accessories,146.7693
Shahid Shariari,Supplies,5.3196
Mary Zewe,Supplies,17.379
Jeremy Ellison,Accessories,21.792
Jeremy Ellison,Accessories,146.7693
Jeremy Ellison,Furnishings,11.1776
Roland Fjeld,Binders,16.4052
Roland Fjeld,Phones,133.9713
Roland Fjeld,Appliances,60.5528
Roland Fjeld,Chairs,72.6408
Christina VanderZanden,Accessories,53.9946
Vivek Gonzalez,Art,2.1684
Vivek Gonzalez,Supplies,2.2282
Vivek Gonzalez,Binders,40.3704
Brenda Bowman,Chairs,25.5528
Brenda Bowman,Appliances,7.4172
Hallie Redmond,Bookcases,48.118
Scott Cohen,Accessories,2.034
Emily Grady,Accessories,83.986
Todd Sumrall,Phones,193.32
Todd Sumrall,Binders,103.8982
Arianne Irving,Paper,32.5008
Arianne Irving,Appliances,38.976
Arianne Irving,Furnishings,191.6586
Arianne Irving,Paper,28.858
Arianne Irving,Storage,187.3976
Arianne Irving,Binders,1.8144
Arianne Irving,Art,3.969
Dorothy Dickinson,Accessories,13.9972
Adam Bellavance,Paper,8.7138
Karen Bern,Envelopes,7.93
John Castell,Paper,91.9508
Amy Hunt,Accessories,84.66
Amy Hunt,Art,0.7938
Neoma Murray,Paper,11.88
Neoma Murray,Storage,0.8376
Theone Pippenger,Phones,195.9944
Theone Pippenger,Storage,70.1784
Daniel Lacy,Binders,21.99
Daniel Lacy,Phones,105.8316
Daniel Lacy,Furnishings,11.1564
Christina Anderson,Phones,113.6742
Shahid Collister,Accessories,81.5949
Tonja Turnell,Art,6.206
Matt Abelman,Copiers,274.995
Matt Abelman,Appliances,37.23
Matt Abelman,Envelopes,17.253
Matt Abelman,Furnishings,22.6296
Matt Abelman,Phones,83.9944
Justin MacKendrick,Storage,15.7
Mick Brown,Binders,4.5188
Seth Vernon,Storage,5.605
Catherine Glotzbach,Binders,8.5728
Bradley Drucker,Storage,2.8296
Jim Kriz,Paper,7.2576
Jill Matthias,Accessories,8.3524
Jill Matthias,Paper,23.4552
Scot Coram,Paper,48.5392
Harry Marie,Paper,2.8884
Harry Marie,Envelopes,3.1842
Kristen Hastings,Storage,13.8915
Parhena Norris,Binders,6.4638
Annie Zypern,Art,0.3336
Annie Zypern,Paper,1.8792
Annie Zypern,Paper,5.4432
Gene McClure,Paper,12.51
Gene McClure,Accessories,5.0328
Bryan Mills,Chairs,13.9728
Nicole Hansen,Accessories,23.226
Parhena Norris,Art,5.256
Parhena Norris,Art,6.792
Edward Hooks,Envelopes,19.692
Edward Hooks,Paper,3.14
Aimee Bixby,Paper,5.4432
Maribeth Schnelling,Binders,3.3675
Dorothy Dickinson,Labels,1.0738
Gene McClure,Fasteners,16.1868
Gene McClure,Machines,296.0671
Gene McClure,Binders,28.6578
Ken Black,Storage,9.302
Ken Black,Accessories,42.9914
Ken Black,Paper,9.3312
Ken Black,Paper,6.3504
Darrin Martin,Envelopes,31.4916
Darrin Martin,Machines,1371.9804
Darrin Martin,Appliances,198.429
Darrin Martin,Phones,4.4174
Darrin Martin,Phones,80.6316
Darrin Martin,Paper,21.0654
Ben Peterman,Furnishings,37.4144
Emily Phan,Phones,37.7916
Frank Gastineau,Appliances,14.6825
Frank Gastineau,Binders,32.6704
Alejandro Ballentine,Fasteners,8.184
Rick Duston,Binders,2.7324
Tom Stivers,Furnishings,13.0548
Joseph Airdo,Envelopes,10.9698
Joseph Airdo,Paper,24.2285
Shaun Weien,Accessories,43.164
Frank Preis,Chairs,292.776
Frank Preis,Supplies,18.5136
Frank Preis,Binders,1.1225
John Lee,Furnishings,29.3284
John Lee,Storage,38.9312
John Lee,Appliances,16.38
James Lanier,Furnishings,1.9224
James Lanier,Chairs,105.297
James Galang,Phones,352.3065
Sally Hughsby,Storage,16.945
Luke Schmidt,Storage,10.374
Cari Schnelling,Binders,0.84
Cari Schnelling,Art,2.904
Kelly Williams,Binders,13.064
Kelly Williams,Furnishings,34.0704
Gary Hansen,Phones,125.198
Andrew Gjertsen,Phones,9.2386
Tom Stivers,Bookcases,259.8896
Ashley Jarboe,Chairs,33.2156
Sam Craven,Art,1.521
Sam Craven,Paper,5.778
Sam Craven,Paper,7.128
Sam Craven,Chairs,112.788
Sam Craven,Storage,11.9586
Sam Craven,Storage,160.623
Laura Armstrong,Chairs,700.98
Laura Armstrong,Paper,69.1776
Laura Armstrong,Paper,150.984
Fred Chung,Art,0.8946
Joseph Holt,Binders,19.968
Anthony Johnson,Binders,1.6848
Bill Tyler,Furnishings,15.8256
Bill Tyler,Phones,19.3932
Bill Tyler,Appliances,29.5776
Don Jones,Paper,21.7728
Don Jones,Binders,22.89
Anna Gayman,Storage,10.0725
Anna Gayman,Binders,17.8066
Zuschuss Carroll,Accessories,15.9968
Zuschuss Carroll,Chairs,394.212
Xylona Preis,Art,4.504
Darren Koutras,Envelopes,11.58
Chris Selesnick,Furnishings,43.736
Chris Selesnick,Paper,40.4012
Chris Selesnick,Art,4.3296
Chris Selesnick,Binders,22.3734
Arianne Irving,Envelopes,77.4837
Arianne Irving,Phones,4.36
Alex Avila,Fasteners,0.7776
Alex Avila,Phones,32.3982
Alex Avila,Accessories,5.7365
Richard Eichhorn,Furnishings,28.1421
Richard Eichhorn,Storage,18.9702
Tamara Manning,Art,3.0558
Tamara Manning,Storage,4.2392
Tamara Manning,Fasteners,0.5828
Tamara Manning,Labels,9.936
Tamara Manning,Paper,14.161
Tamara Manning,Envelopes,12.7746
Yana Sorensen,Storage,120.9468
Annie Zypern,Storage,9.8901
Chuck Magee,Storage,13.8915
Chuck Magee,Labels,3.6018
Chuck Magee,Art,13.452
Chuck Magee,Paper,13.455
Joy Bell-,Envelopes,8.2156
Noel Staavos,Paper,36.4044
Linda Cazamias,Art,4.2
Cynthia Arntzen,Chairs,134.5302
Sharelle Roach,Bookcases,57.4938
Paul Prost,Appliances,197.9208
Paul Prost,Phones,2.299
Paul Prost,Binders,20.7312
John Murray,Paper,79.8912
Adam Shillingsburg,Binders,12.796
Adam Shillingsburg,Binders,60.4968
Lindsay Shagiari,Paper,40.1702
Sue Ann Reed,Binders,5.1184
Sue Ann Reed,Furnishings,12.6813
Sue Ann Reed,Binders,9.2799
Luke Schmidt,Chairs,145.2816
Tim Taslimi,Appliances,15.9384
Duane Noonan,Furnishings,50.9082
Duane Noonan,Bookcases,36.294
Duane Noonan,Accessories,26.3912
Eugene Barchas,Storage,6.6588
Eugene Barchas,Binders,12.9584
Candace McMahon,Supplies,3.6936
Katherine Murray,Binders,4.8024
Barry FranzÃÂÃÂ¶sisch,Phones,33.3576
Barry FranzÃÂÃÂ¶sisch,Binders,4.704
Eva Jacobs,Accessories,10.875
Brad Norvell,Fasteners,4.0872
Erin Creighton,Accessories,19.996
Erin Creighton,Paper,23.0864
Thomas Thornton,Appliances,53.0439
Nora Pelletier,Binders,33.64
Charles Crestani,Paper,4.752
Delfina Latchford,Paper,18.6624
Xylona Preis,Paper,16.544
Matt Abelman,Paper,15.9348
Sam Zeldin,Phones,14.7582
Sam Zeldin,Art,3.5529
Cari Sayre,Paper,5.7624
Cari Sayre,Paper,82.2906
Cari Sayre,Appliances,1.0114
Mick Hernandez,Machines,24.1224
Cassandra Brandow,Furnishings,11.6496
Cassandra Brandow,Appliances,113.848
Jack O'Briant,Furnishings,8.0968
Stewart Visinsky,Chairs,178.8
Kelly Lampkin,Accessories,70.312
Kelly Lampkin,Accessories,8.5025
Patrick O'Brill,Paper,48.5392
Anna Gayman,Accessories,1.8872
Dean Braden,Storage,22.2352
Sung Pak,Furnishings,2.9568
Sung Pak,Paper,17.3148
Dorris liebe,Labels,22.2
Lisa Hazard,Envelopes,7.434
Alan Dominguez,Paper,80.3404
Kean Takahito,Paper,6.2664
Kean Takahito,Paper,61.4628
Pauline Johnson,Storage,0.3348
Bill Overfelt,Labels,23.184
Darren Powers,Paper,32.4684
Tony Molinari,Furnishings,4.0203
Tony Molinari,Phones,135.98
Darrin Van Huff,Envelopes,1.9176
Darrin Van Huff,Labels,8.694
Anna HÃÂÃÂ¤berlin,Accessories,653.301
Anna HÃÂÃÂ¤berlin,Labels,29.808
Benjamin Venier,Furnishings,28.959
Benjamin Venier,Storage,80.0199
Benjamin Venier,Phones,1.999
Nathan Cano,Art,3.912
Stephanie Ulpright,Labels,3.3408
Stephanie Ulpright,Supplies,3.506
Don Jones,Furnishings,21.4368
Don Jones,Envelopes,14.9744
Dan Lawera,Chairs,11.691
Dean percer,Furnishings,1.3284
Dean percer,Furnishings,1.5691
Dean percer,Paper,7.2576
Dean percer,Furnishings,5.928
Tamara Manning,Paper,7.98
Tracy Zic,Art,6.253
Tracy Zic,Furnishings,9.0288
Scott Cohen,Art,2.004
Lycoris Saunders,Paper,9.3312
Mike Vittorini,Phones,2.394
Brian DeCherney,Binders,11.7488
Christina VanderZanden,Furnishings,24.9366
Christina VanderZanden,Binders,20.4525
Christina VanderZanden,Supplies,6.5888
Karl Braun,Furnishings,4.0584
Karl Braun,Paper,8.4966
Karl Braun,Paper,1.5548
Michelle Ellison,Binders,8.7672
Anthony Jacobs,Paper,111.5688
Dianna Vittorini,Storage,4.891
Dianna Vittorini,Envelopes,5.7528
Dianna Vittorini,Accessories,6.0114
Dianna Vittorini,Accessories,53.997
Jason Klamczynski,Envelopes,0.5508
Jason Klamczynski,Phones,16.7475
Shahid Hopkins,Accessories,2.2365
Steven Cartwright,Storage,210.4936
Steven Cartwright,Binders,3.9498
Steven Cartwright,Binders,2.8836
Chris Selesnick,Binders,15.5232
Chris Selesnick,Paper,19.95
Lena Hernandez,Paper,48.5514
Yoseph Carroll,Paper,15.196
Yoseph Carroll,Phones,37.0782
Craig Yedwab,Binders,41.0216
Aaron Hawkins,Chairs,20.9592
Aaron Hawkins,Paper,3.84
Andy Reiter,Binders,9.534
Sonia Sunley,Accessories,1.636
Sonia Sunley,Storage,0.6312
Sonia Sunley,Art,12.8744
Noah Childs,Storage,54.057
Carlos Daly,Furnishings,23.9904
Carlos Daly,Appliances,22.9488
David Wiener,Appliances,6.4864
Erica Hackney,Phones,13.2293
Bill Donatelli,Phones,7.7679
Bill Donatelli,Labels,5.4332
Bill Donatelli,Storage,3.895
Ken Heidel,Paper,28.7064
Nicole Hansen,Furnishings,71.2296
Nicole Hansen,Furnishings,79.794
Andrew Gjertsen,Paper,5.4432
Andrew Gjertsen,Paper,3.6288
Roy Phan,Accessories,9.816
Roy Phan,Art,7.86
Nona Balk,Envelopes,117.6147
Jill Matthias,Paper,7.6146
Jill Matthias,Machines,35.6238
Don Miller,Paper,9.072
Don Miller,Fasteners,5.3352
Don Miller,Paper,3.7584
Chris Cortes,Phones,41.79
Chris Cortes,Phones,72.7888
Guy Armstrong,Binders,18.5886
Cynthia Voltz,Phones,10.4985
Cynthia Voltz,Accessories,47.0979
Cynthia Voltz,Labels,4.8118
Nick Crebassa,Binders,9.5526
Georgia Rosenberg,Labels,10.8
Georgia Rosenberg,Labels,4.5816
Georgia Rosenberg,Binders,102.2784
Georgia Rosenberg,Bookcases,235.9524
John Grady,Paper,9.891
Edward Becker,Furnishings,23.384
Matt Connell,Appliances,11.31
Herbert Flentye,Bookcases,6.549
Muhammed Lee,Accessories,15.1158
Muhammed Lee,Accessories,26.3934
Alan Haines,Binders,7.71
Alan Haines,Binders,1.3104
Tracy Zic,Phones,55.745
Tracy Zic,Accessories,15.2208
Tracy Zic,Fasteners,5.0055
Denise Monton,Paper,40.4432
Denise Monton,Binders,8.409
Denise Monton,Binders,33.93
Denise Monton,Storage,11.1176
Tony Sayre,Binders,3.528
Tony Sayre,Accessories,8.1072
Trudy Brown,Phones,62.93
Lena Cacioppo,Paper,7.2576
Alice McCarthy,Binders,7.68
Joe Elijah,Paper,12.7008
Joe Elijah,Phones,15.0384
Carlos Soltero,Accessories,1.1994
Phillip Flathmann,Binders,3.9312
Patrick Jones,Paper,11.88
Jeremy Farry,Art,1.0208
Neoma Murray,Accessories,659.98
Neoma Murray,Furnishings,51.474
Marc Harrigan,Bookcases,35.245
Sam Zeldin,Storage,12.0978
Patrick Ryan,Furnishings,1.999
Frank Carlisle,Appliances,16.1568
Frank Carlisle,Paper,1.3716
Larry Hughes,Art,0.6672
Robert Marley,Appliances,459.396
Robert Marley,Accessories,97.2
Don Miller,Furnishings,5.368
Don Miller,Furnishings,15.9912
Evan Henry,Binders,183.995
Toby Carlisle,Art,0.1548
Arianne Irving,Paper,2.388
Jessica Myrick,Accessories,36.852
Jessica Myrick,Binders,21.0249
Jessica Myrick,Art,2.7846
Bill Eplett,Envelopes,7.0659
Dan Reichenbach,Phones,8.25
Dan Reichenbach,Accessories,87.4825
Tom Ashbrook,Supplies,7.1586
Tom Ashbrook,Accessories,10.906
Tom Ashbrook,Binders,149.382
Tom Ashbrook,Furnishings,12.9792
Kristina Nunn,Supplies,24.998
Patrick Jones,Paper,13.7808
Matt Connell,Storage,0.7336
Matt Connell,Art,0.7704
Bruce Stewart,Fasteners,9.604
Bruce Stewart,Furnishings,20.538
Pete Kriz,Binders,4.3368
Bruce Degenhardt,Furnishings,4.4352
Toby Swindell,Paper,19.6224
Toby Swindell,Envelopes,36.693
Shui Tom,Paper,6.066
Dean Braden,Chairs,13.7646
Karen Ferguson,Chairs,73.194
Karen Ferguson,Paper,9.3312
Justin MacKendrick,Appliances,9.294
Tony Sayre,Furnishings,4.008
Yoseph Carroll,Storage,37.534
Dean percer,Labels,22.2
Dean percer,Storage,22.8285
Dean percer,Paper,8.7906
Shirley Jackson,Binders,62.916
Chris Selesnick,Phones,11.6091
Chris Selesnick,Accessories,6.48
Chris Selesnick,Accessories,115.1808
Chris Selesnick,Storage,0.4068
Philip Brown,Envelopes,7.6284
Barry FranzÃÂÃÂ¶sisch,Labels,2.0358
Barry FranzÃÂÃÂ¶sisch,Appliances,1.8207
Claire Gute,Storage,1.816
Duane Huffman,Supplies,0.1472
Duane Huffman,Labels,19.872
Hunter Glantz,Accessories,19.176
Michelle Moray,Art,1.9024
Michelle Moray,Labels,3.6018
Michelle Moray,Accessories,8.799
Michelle Moray,Chairs,88.5528
Michelle Moray,Paper,4.3904
Thea Hudgings,Furnishings,0.6624
Thea Hudgings,Appliances,1.2585
Thea Hudgings,Envelopes,2.8782
Joel Eaton,Paper,27.882
Patrick Gardner,Envelopes,8.6016
Maria Bertelson,Furnishings,62.737
Joy Daniels,Paper,19.1376
Joy Daniels,Phones,3.475
Jennifer Halladay,Paper,11.1024
Jennifer Halladay,Paper,7.6869
Edward Nazzal,Phones,2.3997
Edward Nazzal,Appliances,44.8896
Edward Nazzal,Phones,3.8655
Karen Carlisle,Accessories,527.984
Michael Stewart,Furnishings,6.846
Michael Stewart,Art,3.1806
Michael Stewart,Paper,8.671
Chloris Kastensmidt,Binders,7.0044
Chloris Kastensmidt,Appliances,15.7248
Sanjit Jacobs,Paper,36.9288
Erin Ashbrook,Art,4.0098
Michael Granlund,Fasteners,0.6516
Alejandro Ballentine,Paper,18.2112
Scott Cohen,Phones,27.986
Todd Boyes,Paper,40.3536
Juliana Krohn,Phones,743.988
Clytie Kelty,Accessories,75.5748
Clytie Kelty,Accessories,5.1015
Clytie Kelty,Accessories,129.348
Clytie Kelty,Paper,28.1718
Clytie Kelty,Binders,30.7872
Clytie Kelty,Binders,5.6016
Clytie Kelty,Paper,6.2208
Sonia Sunley,Binders,8.0178
Laurel Elliston,Supplies,2.5137
Michael Granlund,Storage,17.524
Justin MacKendrick,Furnishings,10.5672
Justin MacKendrick,Phones,47.46
Sheri Gordon,Appliances,11.7936
Sheri Gordon,Accessories,34.9825
Darren Budd,Art,0.334
Darren Budd,Accessories,20.8719
Darren Budd,Paper,12.7008
Jane Waco,Furnishings,3.4544
Keith Dawkins,Furnishings,1.9712
Keith Dawkins,Art,15.764
Ivan Liston,Paper,3.1104
Ivan Liston,Storage,238.653
Ivan Liston,Labels,6.8724
Jim Epp,Binders,17.27
Jim Epp,Copiers,1439.976
Jim Epp,Binders,30.7776
Stephanie Ulpright,Art,2.1888
Stephanie Ulpright,Machines,8.9994
Stephanie Ulpright,Art,1.86
Stephanie Ulpright,Copiers,335.9944
Stephanie Ulpright,Paper,5.6376
Erin Ashbrook,Paper,35.6613
Erin Ashbrook,Paper,5.6784
Roy FranzÃÂÃÂ¶sisch,Furnishings,122.7648
Roy FranzÃÂÃÂ¶sisch,Appliances,15.8256
Liz Carlisle,Art,1.9024
Liz Carlisle,Paper,22.8096
Paul Stevenson,Furnishings,8.5914
Paul Stevenson,Art,3.44
Jas O'Carroll,Furnishings,1.9712
Victor Preis,Storage,1.6712
Victor Preis,Phones,163.818
Victor Preis,Storage,5.3898
Guy Armstrong,Fasteners,3.597
Eugene Moren,Binders,2.2098
Doug Bickford,Storage,9.534
Doug Bickford,Storage,81.0474
Marina Lichtenstein,Chairs,27.0578
Marina Lichtenstein,Binders,9.47
Bart Pistole,Phones,109.7544
Bart Pistole,Phones,131.355
Sarah Brown,Binders,32.2514
